"Centro Nacional de Control de Energia"
"Estadistica de la Energia Generada Liquidada Agregada (MWh) Intermitente y Firme por Tipo de Tecnologia"
"Sistema Electrico Nacional"
"Dias de Operacion del Mes de: abril 2016"
"Proceso de Liquidacion: Re-Liquidacion Final (L3)"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 08/abr/2019 11:25:47 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Sistema"," Dia"," Hora"," Eolica"," Fotovoltaica","  Biomasa"," Carboelectrica"," Ciclo Combinado"," Combustion Interna"," Geotermoelectrica"," Hidroelectrica"," Nucleoelectrica"," Termica Convencional"," Turbo Gas"
"SEN","01/04/2016","20","649.424","0.031","0.793","4201.878","16363.559","251.887","668.546","6619.482","770.729","5219.277","1287.896"
"SEN","01/04/2016","21","600.687","0","0.624","4179.183","16532.897","245.56","670.469","6620.599","733.464","5260.774","1316.211"
"SEN","01/04/2016","22","533.581","0","0.685","4158.449","16730.022","246.428","669.768","5395.811","699.341","5299.614","1312.839"
"SEN","01/04/2016","23","597.163","0","0.668","4194.234","16913.182","250.892","667.552","4490.519","709.792","5260.828","1280.508"
"SEN","01/04/2016","24","494.401","0","0.663","4197.867","16800.544","242.244","666.259","3566.143","726.925","5203.929","1276.474"
"SEN","02/04/2016","1","455.069","0","0.657","4163.003","16375.642","229.618","673.446","2648.611","738.772","5026.561","1292.409"
"SEN","02/04/2016","2","407.274","0","0.718","4198.142","16115.454","221.497","675.381","2269.734","754.608","4406.853","1309.875"
"SEN","02/04/2016","3","337.417","0","0.733","4179.664","15817.059","217.915","675.062","2354.442","770.123","3839.697","1311.856"
"SEN","02/04/2016","4","361.072","0","0.663","4122.722","15549.593","217.682","676.194","2258.961","786.605","3835.603","1274.717"
"SEN","02/04/2016","5","275.307","0","0.667","4177.345","15568.298","218.848","675.712","2025.698","791.649","3900.758","1287.904"
"SEN","02/04/2016","6","234.312","0","0.632","4119.154","15605.785","220.528","676.151","2034.905","792.54","3910.604","1311.572"
"SEN","02/04/2016","7","228.187","0.119","0.675","4165.607","15648.873","222.746","675.925","1996.207","791.424","3944.504","1306.651"
"SEN","02/04/2016","8","303.46","11.843","0.604","4164.959","15687.312","237.724","673.675","2217.391","791.35","4014.054","1299.913"
"SEN","02/04/2016","9","535.924","37.09","0.627","4166.429","16108.972","253.333","671.801","2720.43","790.487","4213.98","1308.687"
"SEN","02/04/2016","10","902.174","56.457","0.672","4146.868","16017.564","261.808","668.282","3600.498","791.326","4194.506","1293.632"
"SEN","02/04/2016","11","1522.252","68.956","0.397","4146.412","16243.789","265.933","667.388","3455.158","790.614","4166.326","1295.789"
"SEN","02/04/2016","12","1914.519","75.896","0.424","4147.988","16334.22","267.297","668.938","3506.548","791.842","4078.803","1278.673"
"SEN","02/04/2016","13","2157.59","78.094","0.308","4203.802","16450.129","267.76","668.302","3383.667","792.187","4086.861","1258.565"
"SEN","02/04/2016","14","2229.095","76.621","0.426","4208.616","16394.599","269.554","668.398","3484.526","792.925","3639.975","1264.065"
"SEN","02/04/2016","15","2208.212","73.942","0.606","4186.877","16172.163","255.061","668.675","3689.663","792.241","3255.553","1282.527"
"SEN","02/04/2016","16","2281.464","65.294","0.598","4170.195","16065.252","250.407","667.464","3243.377","792.098","3175.086","1255.342"
"SEN","02/04/2016","17","2286.284","51.49","0.597","4102.597","16102.625","255.334","666.665","3474.945","791.873","2846.618","1269.511"
"SEN","02/04/2016","18","2266.594","29.509","0.535","4103.522","16074.028","257.351","665.545","3230.993","792.393","2737.869","1281.951"
"SEN","02/04/2016","19","2222.806","5.971","0.595","4163.739","16090.611","266.289","666.581","3280.333","792.346","2979.022","1313.133"
"SEN","02/04/2016","20","2204.464","0.084","0.663","4200.033","16444.553","276.133","652.361","4533.907","792.083","3514.507","1336.466"
"SEN","02/04/2016","21","2192.958","0","0.661","4204.514","16475.75","277.343","668.162","4759.575","791.976","3596.479","1347.16"
"SEN","02/04/2016","22","2187.655","0","0.615","4210.388","16397.409","273.788","669.714","3973.423","791.829","3378.022","1334.906"
"SEN","02/04/2016","23","2236.297","0","0.544","3951.42","16335.891","271.131","669.309","3107.855","792.708","3163.053","1323.602"
"SEN","02/04/2016","24","2204.475","0","0.599","2983.1","16058.569","254.593","670.208","2749.661","792.333","3095.37","1343.567"
"SEN","03/04/2016","1","2173.896","0","0.591","2838.5","15410.019","239.149","688.437","2117.808","791.828","2645.331","1319.124"
"SEN","03/04/2016","2","2119.258","0","0.585","2837.479","15420.018","229.781","628.731","2127.117","791.38","1876.284","1081.425"
"SEN","03/04/2016","3","2109.051","0","0.575","2860.302","15248.411","225.447","674.475","1700.407","791.195","1865.584","1088.633"
"SEN","03/04/2016","4","2110.266","0","0.656","2866.4","15157.583","221.644","675.848","1327.049","791.225","1802.745","1090.427"
"SEN","03/04/2016","5","2089.649","0","0.605","2862.619","15133.52","221.863","677.968","1277.593","790.847","1800.498","1088.253"
"SEN","03/04/2016","6","2037.667","0","0.658","2862.764","15210.608","222.758","678.771","1258.286","790.667","1810.124","1086.24"
"SEN","03/04/2016","7","2013.891","0.126","0.688","2845.344","14729.517","218.22","678.111","1568.494","791.03","1811.714","1102.153"
"SEN","03/04/2016","8","2027.781","9.921","0.314","2833.885","14849.735","225.902","674.809","1450.003","791.064","1802.495","1132.542"
"SEN","03/04/2016","9","2020.325","34.726","0.315","2835.568","14561.409","239.438","673.657","2473.864","791.081","1829.823","1125.447"
"SEN","03/04/2016","10","1981.724","55.668","0.264","2847.312","14666.583","251.043","668.851","3192.548","791.344","1804.581","1118.483"
"SEN","03/04/2016","11","1946.373","64.951","0.303","2866.992","14955.015","259.258","663.546","3352.328","790.982","1808.004","1088.21"
"SEN","03/04/2016","12","1953.881","67.706","0.343","2866.688","15188.332","261.412","662.482","3473.339","790.784","1823.33","1074.313"
"SEN","03/04/2016","13","1969.606","71.37","0.302","2863.728","15301.779","261.404","663.784","3537.603","790.579","1822.031","1068.285"
"SEN","03/04/2016","14","2001.25","72.074","0.299","2853.714","15182.193","258.413","663.682","3531.056","790.123","1826.17","1081.192"
"SEN","03/04/2016","15","2006.92","67.879","0.266","2883.979","15176.117","260.338","664.342","3511.805","790.013","1829.538","1077.986"
"SEN","03/04/2016","16","2080.125","55.719","0.274","3242.47","15449.751","261.678","652.172","2864.254","755.044","1817.432","1048.228"
"SEN","03/04/2016","17","2122.387","49.434","0.436","3503.322","15768.68","255.222","662.908","2214.586","740.808","1849.109","1032.876"
"SEN","03/04/2016","18","2142.711","27.471","0.527","3521.586","15757.537","247.351","662.148","2134.061","758.032","1825.274","1033.694"
"SEN","03/04/2016","19","2173.036","5.932","0.614","3983.574","16037.155","251.094","662.984","2046.161","771.233","1864.933","1039.993"
"SEN","03/04/2016","20","2250.16","0.049","0.52","4172.816","16352.723","269.561","664.955","3354.819","783.875","2612.111","1045.527"
"SEN","03/04/2016","21","2342.745","0","0.455","4228.533","16291.685","272.308","663.683","3627.86","791.887","2835.962","1051.212"
"SEN","03/04/2016","22","2355.814","0","0.562","3987.29","16351.414","251.885","663.787","3136.149","793.667","2629.492","1043.304"
"SEN","03/04/2016","23","2314.241","0","0.608","3532.173","16024.916","216.355","663.213","2735.565","793.582","2362.641","1051.43"
"SEN","03/04/2016","24","0.266","0","0","0","755.206","0","412.507","0","0","80","0"
"SEN","04/04/2016","1","2274.702","0","0.615","3041.59","15602.697","207.525","668.139","2284.209","793.898","1900.296","1033.38"
"SEN","04/04/2016","2","2271.206","0","0.639","3010.893","14695.518","198.262","668.75","2009.815","793.708","1860.654","1053.222"
"SEN","04/04/2016","3","2239.91","0","0.619","3012.449","14547.729","192.679","669.794","1692.309","793.813","1869.306","1035.881"
"SEN","04/04/2016","4","2217.976","0","0.601","2856.219","14530.203","186.664","670.175","1334.819","793.374","1888.416","1041.66"
"SEN","04/04/2016","5","2202.512","0","0.848","2846.294","14699.324","185.194","669.837","1241.213","793.009","1883.677","1088.27"
"SEN","04/04/2016","6","2128.091","0","0.905","2975.66","14808.58","188.257","670.049","1474.524","792.564","1894.246","1275.817"
"SEN","04/04/2016","7","2110.624","0.08","0.317","2957.758","15277.838","197.157","663.882","2151.633","792.855","2093.448","1326.773"
"SEN","04/04/2016","8","2112.219","1.487","0.236","2966.101","15459.453","196.001","661.817","3309.309","793.22","2225.744","1361.262"
"SEN","04/04/2016","9","2051.352","14.023","0.291","3067.335","15686.297","187.62","663.149","3929.485","793.213","2545.628","1425.565"
"SEN","04/04/2016","10","2010.617","33.957","0.287","3539.625","15993.654","193.132","662.799","4508.495","793.434","2843.115","1491.455"
"SEN","04/04/2016","11","2030.417","54.492","0.199","3631.92","16181.645","193.309","664.447","5295.13","794.968","2913.175","1455.375"
"SEN","04/04/2016","12","2036.809","66.345","0.239","3755.075","16343.969","191.43","663.052","5690.594","794.18","3076.21","1446.391"
"SEN","04/04/2016","13","2069.176","70.092","0.245","3898.806","16403.532","199.887","658.664","5986.231","792.881","3137.786","1422.35"
"SEN","04/04/2016","14","2080.928","73.794","0.259","3886.686","16299.861","210.523","657.587","6293.625","792.659","3438.527","1374.453"
"SEN","04/04/2016","15","2084.403","63.635","0.291","3843.904","16191.381","214.202","658.42","6462.976","792.185","3507.413","1488.91"
"SEN","04/04/2016","16","2081.302","66.121","0.322","3838.662","16010.491","212.309","658.579","6363.798","791.337","3855.443","1512.807"
"SEN","04/04/2016","17","2090.59","56.241","0.326","3838.407","16000.714","214.817","659.277","6416.988","791.14","3972.56","1493.179"
"SEN","04/04/2016","18","2124.886","43.35","0.613","3898.597","15856.228","215.609","660.439","5955.623","790.561","4216.819","1490.804"
"SEN","04/04/2016","19","2166.214","25.385","0.727","4040.818","15934.69","213.43","660.329","4798.959","790.514","4205.587","1509.449"
"SEN","04/04/2016","20","2198.365","5.162","0.472","4123.786","16011.679","211.834","659.31","4444.61","790.693","4197.986","1547.005"
"SEN","04/04/2016","21","2232.498","0.048","0.587","4175.803","15999.997","213.439","659.056","5728.544","790.792","4198.251","1588.77"
"SEN","04/04/2016","22","2298.538","0","0.503","4158.87","15794.043","212.739","659.486","5929.575","791.091","4175.536","1584.165"
"SEN","04/04/2016","23","2303.848","0","0.46","4159.782","15810.524","208.496","654.583","5061.438","790.927","4189.626","1511.92"
"SEN","04/04/2016","24","2307.13","0","0.412","4158.206","15621.683","202.797","654.189","3583.577","791.166","4008.793","1479.724"
"SEN","05/04/2016","1","2346.25","0","0.441","4146.74","15545.554","196.486","655.546","2645.302","791.058","3109.91","1393.216"
"SEN","05/04/2016","2","2364.756","0","0.519","4009.918","15653.358","178.041","656.725","2190.163","790.965","2572.375","1209.976"
"SEN","05/04/2016","3","2362.417","0","0.469","4006.218","15536.008","172.95","656.256","1515.755","790.892","2485.539","1218.065"
"SEN","05/04/2016","4","2328.751","0","0.441","3703.129","15661.543","174.025","657.839","1248.081","790.497","2524.451","1213.04"
"SEN","05/04/2016","5","2252.841","0","0.428","3651.945","15667.267","174.856","658.056","1147.244","790.635","2525.076","1230.799"
"SEN","05/04/2016","6","2229.277","0","0.362","3832.557","15660.279","174.876","658.479","1802.852","790.666","2513.481","1260.231"
"SEN","05/04/2016","7","2173.55","0.043","0.456","4144.07","15893.327","178.542","657.884","2356.003","791.344","2527.567","1283.871"
"SEN","05/04/2016","8","2119.159","0.644","0.471","4208.907","16007.631","175.715","656.72","3322.103","791.524","2660.948","1379.476"
"SEN","05/04/2016","9","2162.182","10.722","0.572","4220.89","16016.341","172.903","658.355","3523.715","791.393","2866.466","1506.209"
"SEN","05/04/2016","10","2015.163","32.24","0.475","4206.624","15913.201","175.858","655.412","4375.824","791.478","3429.511","1510.932"
"SEN","05/04/2016","11","2043.58","52.553","0.215","4194.192","16011.118","178.023","651.902","4853.558","791.146","3680.208","1491.748"
"SEN","05/04/2016","12","2111.234","65.251","0.208","4159.105","16003.291","179.272","650.793","5715.654","790.753","3678.683","1479.373"
"SEN","05/04/2016","13","2102.578","67.228","0.149","4115.746","16070.121","177.148","651.868","6181.493","789.972","3710.31","1496.727"
"SEN","05/04/2016","14","2095.043","72.945","0.312","4145.143","16116.854","175.938","646.319","6391.678","789.423","3754.517","1502.252"
"SEN","05/04/2016","15","2146.65","70.746","0.571","4153.525","16115.916","174.752","634.391","6528.28","788.468","3743.467","1507.372"
"SEN","05/04/2016","16","2159.215","66.216","0.467","4214.066","16223.36","174.267","629.769","6642.595","787.579","3760.528","1487.404"
"SEN","05/04/2016","17","2186.901","43.706","0.471","4196.861","16360.769","175.167","627.113","6473.563","786.677","3720.968","1525.367"
"SEN","05/04/2016","18","2220.434","26.784","0.379","4167.203","16397.319","175.845","624.236","6130.087","786.616","3736.113","1562.642"
"SEN","05/04/2016","19","2266.242","17.621","0.54","4148.484","16339.712","175.574","626.054","4934.719","786.685","3759.599","1570.096"
"SEN","05/04/2016","20","2277.152","4.531","0.461","4121.157","16289.187","177.842","628.322","4498.558","786.798","3828.817","1607.723"
"SEN","05/04/2016","21","2229.717","0.011","0.439","4148.558","16423.4","179.701","623.97","5992.114","786.51","3874.282","1661.636"
"SEN","05/04/2016","22","2285.929","0","0.497","4154.163","16401.135","181.13","625.795","5934.312","786.569","3923.778","1644.998"
"SEN","05/04/2016","23","2299.94","0","0.39","4143.005","16399.18","202.203","626.018","5066.912","786.604","3909.645","1571.825"
"SEN","05/04/2016","24","2306.588","0","0.317","4097.396","16281.856","205.16","627.18","3801.502","787.372","3802.783","1504.068"
"SEN","06/04/2016","1","2294.159","0","0.389","4080.623","16282.349","199.314","628.819","2562.878","787.315","2811.464","1459.939"
"SEN","06/04/2016","2","2256.941","0","0.395","3854.694","16021.609","196.753","628.612","2426.744","786.911","2372.858","1337.095"
"SEN","06/04/2016","3","2185.334","0","0.447","3843.227","16048.915","197.857","630.247","1744.799","786.532","2365.875","1265.206"
"SEN","06/04/2016","4","2097.588","0","0.432","3854.171","15943.533","194.231","631.346","1531.81","786.312","2305.119","1264.478"
"SEN","06/04/2016","5","2061.01","0","0.376","3866.862","16077.089","193.518","632.432","1377.289","786.401","2297.989","1263.202"
"SEN","06/04/2016","6","1945.21","0","0.409","4110.653","15881.526","200.371","634.355","1765.983","787.03","2356.073","1285.487"
"SEN","06/04/2016","7","1961.956","0","0.485","4115.405","16000.783","209.788","635.018","2333.645","787.308","3054.385","1285.798"
"SEN","06/04/2016","8","1888.468","0.015","0.488","4123.25","16242.64","210.236","634.207","3139.208","787.58","3371.492","1281.124"
"SEN","06/04/2016","9","1767.007","5.722","0.504","4116.024","16215.046","207.474","633.222","3643.643","787.843","3577.635","1380.2"
"SEN","06/04/2016","10","1753.211","23.946","0.954","4098.098","16123.917","207.646","632.194","4639.544","787.85","3871.772","1433.644"
"SEN","06/04/2016","11","1695.469","31.75","0.199","4109.58","16133.05","191.06","629.273","5583.605","788.44","3861.604","1427.64"
"SEN","06/04/2016","12","1664.104","31.481","0","4102.709","16107.13","184.964","625.57","6389.482","788.85","3915.959","1412.703"
"SEN","06/04/2016","13","1480.057","36.999","0","4115.384","16005.298","184.628","621.075","7143.916","788.461","3936.992","1400.335"
"SEN","06/04/2016","14","1378.49","50.078","0.315","4127.455","16021.31","187.6","597.233","7403.864","788.302","3997.947","1403.316"
"SEN","06/04/2016","15","1149.033","59.453","0.568","4142.883","16182.931","186.326","596.744","7638.822","787.418","4087.935","1396.411"
"SEN","06/04/2016","16","1108.046","40.971","0.507","4152.043","16257.175","186.991","606.876","7939.517","785.88","4067.168","1397.911"
"SEN","06/04/2016","17","1225.707","50.768","0.469","4156.055","16197.019","187.893","618.304","7800.956","784.728","4048.777","1402.442"
